country,points,price
US,92,48.0
US,92,40.0
US,92,28.0
Australia,92,48.0
US,92,32.0
Austria,92,58.0
US,92,20.0
US,92,30.0
US,92,42.0
US,92,45.0
Italy,92,75.0
Portugal,92,25.0
US,92,60.0
US,92,60.0
US,92,35.0
US,92,20.0
France,85,10.0
US,85,20.0
US,85,18.0
France,85,10.0
France,85,20.0
Italy,85,17.0
France,85,11.0
France,85,14.0
Italy,85,10.0
US,85,19.0
US,85,28.0
France,85,10.0
France,85,13.0
US,85,40.0
Argentina,85,12.0
Spain,85,9.0
France,85,15.0
US,85,28.0
US,85,50.0
US,85,15.0
France,85,13.0
Italy,85,15.0
US,85,38.0
US,85,10.0
France,85,22.0
US,85,45.0
France,85,8.0
US,85,10.0
France,85,10.0
France,85,11.0
Italy,91,35.0
Austria,91,30.0
Austria,91,21.0
Italy,91,52.0
US,91,29.0
Italy,91,30.0
Australia,91,22.0
South Africa,91,45.0
Italy,91,63.0
US,91,36.0
US,91,42.0
Chile,91,50.0
US,91,48.0
Chile,91,20.0
US,91,160.0
France,91,35.0
US,91,22.0
US,91,45.0
Austria,91,34.0
US,91,45.0
France,91,59.0
South Africa,91,50.0
Italy,91,100.0
Chile,91,50.0
US,91,25.0
Chile,90,24.0
Chile,90,19.0
Italy,90,30.0
Chile,88,25.0
Spain,88,17.0
Italy,88,23.0
US,88,37.0
Austria,88,15.0
Italy,88,20.0
Chile,88,80.0
Chile,88,17.0
Portugal,88,13.0
France,88,14.0
Portugal,88,12.0
Germany,88,30.0
Germany,88,20.0
US,88,17.0
Portugal,88,15.0
US,88,40.0
US,88,35.0
Austria,88,
Chile,88,41.0
Spain,88,10.0
Portugal,88,11.0
Chile,88,18.0
US,88,22.0
France,88,
France,88,15.0
France,88,45.0
US,88,40.0
Canada,88,25.0
France,88,40.0
US,88,18.0
US,88,24.0
Italy,88,45.0
France,88,27.0
France,88,15.0
France,88,13.0
France,88,
France,88,15.0
France,88,20.0
France,88,19.0
France,88,30.0
Spain,88,32.0
US,88,35.0
France,88,14.0
US,88,20.0
US,88,20.0
France,88,15.0
France,88,
France,88,26.0
US,88,25.0
Portugal,88,40.0
US,88,15.0
Portugal,88,15.0
France,93,140.0
France,93,200.0
US,93,60.0
US,93,35.0
US,92,25.0
US,92,25.0
France,92,43.0
US,92,35.0
US,92,48.0
US,92,34.0
France,92,56.0
US,92,40.0
US,92,39.0
US,92,40.0
US,92,40.0
France,92,179.0
Australia,91,16.0
US,91,40.0
France,91,68.0
France,91,65.0
US,91,32.0
US,91,49.0
US,91,38.0
US,91,48.0
US,91,36.0
US,91,36.0
US,91,30.0
France,91,45.0
US,90,25.0
US,90,18.0
France,87,14.0
Italy,87,22.0
Germany,87,15.0
US,87,18.0
Argentina,87,13.0
Argentina,87,18.0
Argentina,87,
Argentina,87,20.0
Italy,87,17.0
France,87,14.0
Italy,87,18.0
France,87,15.0
US,87,34.0
US,87,32.0
Argentina,87,34.0
US,87,30.0
US,87,14.0
Argentina,87,10.0
Austria,87,
Italy,86,
US,90,16.0
US,90,32.0
France,90,30.0
France,90,38.0
France,90,40.0
Italy,90,55.0
US,90,50.0
Chile,90,17.0
US,90,18.0
US,90,125.0
US,90,48.0
Australia,89,125.0
US,89,20.0
US,89,25.0
US,89,34.0
US,89,35.0
US,89,19.0
Austria,89,65.0
Austria,89,15.0
France,89,
US,89,100.0
Austria,89,29.0
Canada,89,35.0
Italy,89,36.0
Italy,89,22.0
US,89,85.0
Australia,89,22.0
South Africa,89,20.0
Italy,90,70.0
France,90,41.0
France,90,14.0
France,90,17.0
France,90,20.0
France,90,20.0
US,90,38.0
Italy,90,50.0
Italy,90,
France,90,70.0
Spain,90,28.0
Italy,90,48.0
South Africa,90,20.0
South Africa,90,35.0
Spain,90,144.0
Italy,90,75.0
US,90,70.0
US,90,42.0
US,90,30.0
Italy,90,65.0
Italy,90,40.0
Italy,90,65.0
Spain,90,32.0
US,90,19.0
US,90,48.0
France,90,70.0
US,90,125.0
US,90,50.0
Italy,90,90.0
Italy,90,46.0
US,90,28.0
US,90,36.0
US,90,25.0
US,90,36.0
US,90,29.0
France,90,25.0
France,90,55.0
US,90,34.0
US,90,18.0
Italy,90,60.0
Austria,90,17.0
Italy,90,65.0
Austria,90,25.0
Italy,89,79.0
Spain,89,44.0
Italy,89,25.0
France,89,25.0
US,89,15.0
US,89,25.0
Italy,89,28.0
US,89,18.0
Austria,89,20.0
US,89,28.0
Austria,89,20.0
US,89,30.0
US,89,65.0
US,89,66.0
Italy,89,37.0
Spain,89,14.0
Austria,89,15.0
Italy,92,50.0
Italy,92,30.0
Italy,92,90.0
US,91,125.0
Italy,91,17.0
France,91,22.0
France,91,
France,91,20.0
France,91,19.0
France,91,20.0
France,91,70.0
Italy,91,
France,91,19.0
Italy,91,
US,91,38.0
Italy,91,18.0
France,91,16.0
France,91,17.0
Chile,91,49.0
US,91,24.0
US,91,65.0
France,91,24.0
US,91,29.0
US,91,58.0
France,91,28.0
US,91,16.0
US,91,35.0
Australia,89,19.0
Spain,89,36.0
Italy,89,19.0
Portugal,89,
US,89,30.0
Australia,89,15.0
Portugal,89,12.0
Italy,89,
US,89,45.0
Germany,89,33.0
Italy,89,25.0
US,89,42.0
Australia,89,35.0
Portugal,89,
France,89,16.0
US,89,32.0
Portugal,89,
South Africa,89,27.0
France,89,13.0
US,89,80.0
US,89,24.0
Portugal,89,20.0
Italy,89,38.0
Portugal,84,8.0
Portugal,84,
Romania,84,9.0
France,84,45.0
France,84,20.0
France,84,17.0
France,84,12.0
France,84,35.0
Portugal,84,18.0
US,84,10.0
Uruguay,84,16.0
US,84,12.0
US,84,16.0
US,84,19.0
France,84,16.0
Italy,84,20.0
Portugal,84,9.0
Portugal,84,18.0
Portugal,84,25.0
US,84,25.0
US,84,19.0
US,84,20.0
France,84,14.0
France,84,15.0
France,84,20.0
France,84,19.0
France,84,35.0
US,84,10.0
US,84,95.0
US,84,15.0
US,93,29.0
US,93,30.0
US,93,45.0
France,93,103.0
US,93,40.0
France,93,90.0
France,93,80.0
France,93,50.0
Spain,93,40.0
US,93,42.0
US,93,55.0
US,93,48.0
US,93,70.0
US,93,55.0
France,93,54.0
France,93,84.0
US,93,32.0
US,93,24.0
US,93,18.0
US,93,35.0
US,93,36.0
US,93,75.0
France,93,90.0
France,93,90.0
US,93,45.0
France,93,45.0
US,93,52.0
France,93,100.0
US,93,46.0
US,93,48.0
Italy,84,15.0
France,84,
US,84,14.0
Argentina,84,12.0
Australia,84,20.0
Italy,84,
Italy,84,14.0
Italy,84,
France,84,
US,84,26.0
Chile,84,9.0
Chile,84,11.0
Chile,84,9.0
Argentina,84,13.0
France,84,
Argentina,84,13.0
Argentina,84,11.0
Chile,84,11.0
Chile,84,10.0
Chile,84,20.0
Australia,84,10.0
Argentina,83,45.0
US,83,20.0
Argentina,83,
Italy,83,
US,91,48.0
Australia,91,49.0
US,91,32.0
US,91,26.0
Italy,91,65.0
Austria,91,30.0
Austria,91,
Australia,91,40.0
Italy,91,60.0
Austria,91,
US,91,35.0
US,91,32.0
US,91,38.0
Australia,91,22.0
Australia,91,55.0
US,91,28.0
Germany,91,50.0
US,91,44.0
Germany,91,22.0
US,91,45.0
US,91,48.0
US,91,55.0
Austria,91,30.0
Italy,91,55.0
Austria,91,
US,91,55.0
Italy,91,75.0
US,87,12.0
US,87,28.0
Spain,87,13.0
Italy,87,27.0
US,87,45.0
US,87,45.0
Spain,87,13.0
US,87,45.0
US,87,25.0
US,87,16.0
US,87,23.0
US,87,55.0
US,87,40.0
Italy,87,22.0
US,87,40.0
US,87,20.0
Italy,87,17.0
US,87,18.0
Italy,87,19.0
US,87,38.0
US,87,32.0
US,87,14.0
Italy,87,10.0
Italy,87,14.0
Spain,87,12.0
Italy,87,22.0
Spain,87,15.0
US,87,19.0
US,87,48.0
US,87,24.0
France,81,7.0
France,80,8.0
France,80,10.0
New Zealand,80,16.0
US,85,100.0
US,84,45.0
US,85,7.0
US,90,13.0
US,87,6.0
US,87,16.0
US,87,7.0
US,86,20.0
US,86,45.0
US,82,7.0
Spain,94,25.0
Spain,94,14.0
US,94,100.0
US,93,48.0
Austria,93,24.0
Spain,93,17.0
US,93,50.0
Austria,93,48.0
US,93,35.0
US,92,28.0
US,92,45.0
New Zealand,92,23.0
US,90,55.0
US,90,38.0
US,90,36.0
US,90,43.0
Italy,90,28.0
France,90,30.0
France,90,50.0
France,90,
France,90,26.0
France,90,
France,90,30.0
France,90,35.0
France,90,28.0
France,90,20.0
France,90,
France,90,40.0
US,90,60.0
US,90,60.0
US,90,48.0
US,90,20.0
US,90,30.0
Italy,90,
Spain,90,34.0
US,90,150.0
Italy,90,25.0
US,90,30.0
US,90,40.0
Italy,90,20.0
Italy,90,65.0
US,90,40.0
US,91,28.0
US,91,48.0
US,91,35.0
New Zealand,91,19.0
US,91,20.0
New Zealand,91,15.0
France,91,93.0
US,91,55.0
US,91,25.0
Chile,91,48.0
France,91,48.0
Italy,91,37.0
US,91,20.0
US,91,50.0
Chile,91,70.0
US,91,50.0
Australia,91,20.0
Chile,91,45.0
Italy,91,65.0
US,91,32.0
US,91,40.0
US,91,39.0
Australia,91,65.0
Italy,86,19.0
South Africa,86,13.0
Italy,86,44.0
South Africa,86,18.0
Chile,86,11.0
Italy,86,
Chile,86,15.0
Chile,86,20.0
Chile,86,14.0
Australia,86,12.0
US,86,22.0
France,86,16.0
Italy,86,17.0
Italy,86,
South Africa,86,10.0
US,86,38.0
Italy,86,
US,86,20.0
US,86,50.0
Chile,86,15.0
Chile,86,9.0
Italy,86,
US,86,24.0
France,86,
Italy,86,16.0
Italy,86,19.0
US,86,15.0
US,86,21.0
US,86,28.0
US,86,8.0
Italy,86,17.0
US,86,30.0
Chile,86,12.0
Italy,86,28.0
Italy,86,18.0
France,86,
Australia,86,13.0
US,86,95.0
US,86,23.0
Chile,86,14.0
Austria,86,23.0
US,86,38.0
Argentina,86,25.0
France,87,
Italy,87,25.0
France,87,15.0
Chile,87,20.0
France,87,23.0
France,87,26.0
France,87,20.0
Georgia,87,12.0
US,87,20.0
Italy,87,30.0
New Zealand,87,30.0
US,87,30.0
France,87,14.0
France,87,19.0
Chile,87,18.0
US,87,12.0
Italy,87,50.0
Italy,87,25.0
France,87,16.0
US,87,15.0
US,87,12.0
France,87,28.0
Uruguay,87,17.0
Uruguay,87,22.0
Spain,87,24.0
US,87,70.0
Italy,87,30.0
Italy,87,24.0
US,87,25.0
South Africa,87,13.0
US,88,40.0
US,88,20.0
US,88,25.0
Italy,88,50.0
US,88,20.0
France,88,15.0
US,88,45.0
US,88,20.0
Spain,87,25.0
Spain,87,18.0
Australia,87,9.0
France,87,
Italy,87,19.0
Argentina,87,7.0
US,87,30.0
France,87,14.0
Croatia,87,20.0
US,87,47.0
France,87,
Australia,87,16.0
US,87,28.0
France,87,
US,87,15.0
US,87,38.0
US,87,29.0
France,87,26.0
US,95,65.0
Germany,94,92.0
US,94,30.0
Portugal,94,55.0
Germany,94,52.0
US,94,65.0
US,94,65.0
US,94,45.0
France,94,80.0
US,94,80.0
Germany,94,42.0
US,94,36.0
US,94,55.0
Portugal,94,73.0
Germany,94,45.0
Germany,94,92.0
Italy,94,26.0
US,94,45.0
US,94,44.0
US,94,33.0
US,94,50.0
US,94,75.0
Italy,94,62.0
US,94,65.0
Germany,93,45.0
US,93,36.0
US,93,75.0
US,93,19.0
Italy,88,26.0
Italy,88,50.0
Italy,88,23.0
Italy,88,95.0
France,88,18.0
US,88,40.0
Portugal,88,30.0
US,88,25.0
US,88,50.0
France,88,12.0
France,88,23.0
France,88,28.0
US,88,72.0
US,88,32.0
Italy,88,25.0
US,88,25.0
US,88,16.0
Germany,88,14.0
France,88,12.0
US,87,24.0
US,87,22.0
Italy,87,19.0
Italy,87,
Portugal,87,10.0
Germany,87,16.0
Italy,87,19.0
Italy,87,26.0
France,87,
Italy,87,21.0
Portugal,87,15.0
US,88,18.0
US,88,58.0
US,88,20.0
US,88,49.0
Spain,88,10.0
US,88,21.0
Italy,88,40.0
US,88,16.0
Chile,88,19.0
France,88,16.0
France,88,16.0
Portugal,88,50.0
Italy,88,27.0
US,88,24.0
Italy,88,22.0
US,88,26.0
Italy,88,21.0
Chile,88,16.0
US,88,42.0
US,89,80.0
Australia,89,22.0
Australia,89,125.0
US,89,20.0
US,89,25.0
US,89,100.0
Austria,89,29.0
Canada,89,35.0
Italy,89,36.0
Italy,89,22.0
US,89,85.0
US,89,50.0
Australia,89,85.0
South Africa,89,45.0
Chile,89,15.0
US,89,28.0
US,89,42.0
US,89,28.0
South Africa,89,20.0
Austria,89,35.0
US,89,25.0
US,89,30.0
US,89,39.0
Italy,89,14.0
Italy,89,20.0
Canada,89,20.0
Italy,89,16.0
US,86,10.0
Chile,86,11.0
Chile,86,12.0
Portugal,86,7.0
US,86,17.0
US,86,20.0
US,86,15.0
US,86,17.0
US,86,24.0
US,86,135.0
US,86,14.0
US,86,14.0
Italy,86,65.0
Italy,86,29.0
Chile,86,12.0
Chile,86,10.0
Chile,86,14.0
France,86,34.0
US,86,18.0
Portugal,86,8.0
France,86,35.0
US,86,25.0
US,86,40.0
France,86,
Germany,86,30.0
US,86,20.0
Italy,86,35.0
US,86,40.0
US,86,29.0
Portugal,86,9.0
Italy,85,
Greece,85,13.0
Israel,85,25.0
US,85,28.0
Italy,85,13.0
Spain,85,6.0
US,85,25.0
France,85,52.0
France,85,18.0
US,85,12.0
US,85,29.0
Spain,85,11.0
Greece,85,45.0
Italy,85,16.0
Spain,85,20.0
Spain,85,9.0
Italy,85,
France,85,17.0
US,85,30.0
Argentina,87,14.0
France,87,44.0
US,87,37.0
Italy,87,22.0
France,87,11.0
US,87,24.0
France,87,14.0
US,87,65.0
Spain,87,14.0
France,87,
US,87,69.0
Italy,87,15.0
US,87,20.0
Italy,87,15.0
US,87,36.0
US,87,9.0
Argentina,87,15.0
Spain,87,9.0
South Africa,87,24.0
US,85,13.0
Germany,85,28.0
Portugal,85,11.0
US,85,30.0
US,85,14.0
US,85,10.0
US,85,15.0
Spain,85,13.0
US,85,19.0
Italy,85,6.0
US,85,10.0
US,85,11.0
Spain,85,12.0
Germany,85,19.0
Portugal,85,9.0
Portugal,85,12.0
France,85,25.0
Spain,85,15.0
Germany,85,32.0
US,85,18.0
Israel,85,70.0
US,85,18.0
Israel,85,45.0
Spain,85,10.0
US,85,38.0
US,85,14.0
US,85,14.0
Spain,85,10.0
Spain,85,14.0
Italy,85,110.0
France,84,29.0
Argentina,84,16.0
Argentina,84,22.0
US,84,10.0
Argentina,84,13.0
US,84,40.0
France,84,
France,84,
US,84,20.0
France,84,15.0
US,84,12.0
Uruguay,84,65.0
Uruguay,84,20.0
Argentina,84,14.0
Italy,84,25.0
France,84,15.0
Spain,84,16.0
Argentina,84,15.0
France,84,32.0
US,84,29.0
Argentina,84,17.0
US,83,12.0
Argentina,83,11.0
Argentina,83,14.0
South Africa,83,13.0
Argentina,83,12.0
US,83,12.0
Moldova,83,9.0
Spain,83,24.0
Ukraine,83,10.0
US,91,35.0
Spain,91,19.0
US,91,18.0
France,90,15.0
France,90,22.0
Australia,90,20.0
France,90,17.0
Italy,90,26.0
Italy,90,150.0
Italy,90,110.0
US,90,35.0
US,90,45.0
Spain,90,39.0
US,90,45.0
US,90,36.0
Italy,90,125.0
US,90,40.0
Italy,90,35.0
US,90,35.0
France,90,15.0
Australia,90,15.0
Italy,90,45.0
France,90,20.0
US,90,65.0
US,90,50.0
US,90,49.0
Italy,90,95.0
US,90,26.0
Australia,90,25.0
Italy,90,60.0
US,81,11.0
Spain,80,29.0
US,80,10.0
Argentina,80,14.0
US,80,15.0
US,80,15.0
US,80,12.0
US,80,13.0
US,80,38.0
US,80,18.0
France,97,350.0
US,95,55.0
US,95,55.0
US,95,50.0
US,95,85.0
France,95,80.0
US,95,72.0
US,94,85.0
France,94,61.0
France,94,62.0
Austria,94,58.0
US,94,70.0
US,94,90.0
France,89,18.0
Italy,89,
US,89,40.0
Spain,89,17.0
Spain,89,45.0
Portugal,89,
US,89,49.0
Spain,89,42.0
New Zealand,89,17.0
Spain,89,18.0
Spain,89,15.0
US,89,20.0
France,89,14.0
France,89,20.0
France,89,28.0
France,89,24.0
US,89,45.0
US,89,28.0
Spain,89,25.0
France,89,
US,89,18.0
Portugal,90,28.0
Chile,90,15.0
US,90,52.0
US,90,19.0
Italy,90,
Portugal,90,10.0
France,90,16.0
France,90,26.0
France,90,20.0
France,90,
Italy,90,41.0
Germany,90,17.0
US,90,35.0
France,90,22.0
Italy,90,39.0
US,90,30.0
US,90,95.0
US,90,96.0
Italy,90,20.0
US,90,16.0
US,90,25.0
Portugal,90,44.0
Portugal,90,18.0
Portugal,90,20.0
US,90,35.0
Italy,90,20.0
Italy,90,40.0
US,90,24.0
US,90,50.0
US,90,50.0
France,84,
US,84,22.0
Italy,84,11.0
Spain,84,11.0
US,84,15.0
US,84,18.0
US,84,22.0
US,84,59.0
Israel,84,38.0
US,84,10.0
Portugal,84,32.0
France,84,21.0
Spain,84,15.0
US,84,39.0
US,84,24.0
US,84,18.0
US,84,14.0
US,84,13.0
France,83,24.0
Portugal,83,7.0
US,83,16.0
US,83,18.0
Portugal,83,
US,83,32.0
US,83,15.0
US,83,45.0
Portugal,85,7.0
Argentina,85,14.0
Argentina,85,17.0
France,85,14.0
Portugal,85,13.0
Portugal,85,13.0
France,85,18.0
France,85,17.0
France,85,12.0
US,85,25.0
France,85,12.0
France,85,10.0
France,85,10.0
Portugal,85,11.0
Argentina,85,10.0
US,85,39.0
France,85,11.0
France,85,11.0
Italy,85,
Portugal,85,7.0
France,85,25.0
France,85,10.0
Australia,85,20.0
Portugal,85,16.0
US,85,30.0
France,84,15.0
France,84,
France,84,12.0
France,84,11.0
Portugal,84,13.0
US,88,50.0
US,88,37.0
Spain,88,53.0
US,88,56.0
Spain,88,17.0
Spain,88,13.0
Spain,88,20.0
Spain,88,15.0
Portugal,88,
France,88,16.0
US,88,75.0
Australia,88,13.0
France,88,17.0
Italy,88,16.0
US,88,65.0
Italy,88,36.0
US,88,35.0
France,92,65.0
US,92,40.0
US,92,30.0
Italy,92,55.0
Israel,92,32.0
Argentina,92,39.0
Italy,92,43.0
US,92,34.0
US,92,45.0
Portugal,92,32.0
Portugal,92,50.0
Germany,92,
Argentina,92,75.0
France,92,100.0
US,92,60.0
US,92,46.0
Argentina,92,31.0
Argentina,92,27.0
Argentina,92,75.0
US,92,60.0
Portugal,92,
France,92,56.0
Italy,92,50.0
US,92,38.0
Italy,92,60.0
Italy,92,87.0
Italy,92,67.0
Australia,92,32.0
Italy,92,
Italy,92,78.0
US,91,36.0
US,91,22.0
US,91,60.0
US,91,48.0
US,91,30.0
US,91,40.0
US,91,35.0
US,91,50.0
US,91,35.0
France,91,16.0
US,91,38.0
Italy,91,56.0
US,91,30.0
US,91,45.0
Austria,91,18.0
Austria,91,18.0
Austria,91,16.0
US,91,50.0
US,91,34.0
Austria,91,21.0
US,91,175.0
Austria,91,20.0
Austria,91,24.0
US,91,45.0
Italy,91,59.0
Italy,91,80.0
Italy,91,28.0
France,91,20.0
Spain,91,35.0
US,91,65.0
US,90,28.0
US,90,27.0
US,90,48.0
US,90,22.0
US,90,27.0
US,90,40.0
Italy,90,25.0
US,90,22.0
US,90,20.0
US,90,35.0
Austria,90,20.0
US,90,35.0
France,90,12.0
US,90,65.0
Austria,90,27.0
US,90,24.0
Austria,90,13.0
Greece,90,18.0
Italy,90,17.0
US,90,90.0
US,90,25.0
US,90,65.0
US,90,20.0
US,90,50.0
US,90,25.0
US,90,22.0
Italy,90,25.0
US,90,35.0
France,90,16.0
Spain,90,
Italy,84,23.0
US,84,18.0
US,83,24.0
Spain,83,20.0
Spain,83,70.0
Argentina,83,30.0
Chile,83,12.0
Spain,83,17.0
Chile,83,15.0
France,83,14.0
US,83,20.0
Argentina,83,13.0
Chile,83,27.0
Chile,83,45.0
Chile,83,12.0
US,83,38.0
US,83,32.0
US,83,19.0
Chile,83,20.0
Argentina,93,50.0
France,93,
France,93,
France,93,279.0
Austria,93,45.0
France,93,
Italy,93,
France,93,
Italy,93,140.0
US,93,35.0
France,93,
France,93,
US,93,65.0
US,93,50.0
Australia,93,50.0
Argentina,93,120.0
France,93,
US,93,45.0
Austria,93,35.0
Italy,93,30.0
US,93,20.0
US,93,32.0
France,93,
Austria,93,40.0
US,87,10.0
Spain,87,32.0
US,87,20.0
Australia,87,10.0
Australia,87,12.0
France,87,18.0
Italy,87,
US,87,30.0
US,87,20.0
Italy,87,24.0
Italy,87,20.0
France,87,42.0
US,87,48.0
France,87,35.0
France,87,15.0
France,87,29.0
France,87,25.0
US,87,25.0
Italy,87,19.0
Italy,87,15.0
Italy,87,21.0
Italy,87,65.0
US,87,32.0
Italy,87,21.0
Italy,87,14.0
US,87,20.0
Australia,87,25.0
Spain,87,20.0
Spain,87,24.0
Canada,90,30.0
US,90,20.0
US,90,45.0
Italy,90,
US,90,48.0
Italy,90,30.0
Italy,90,50.0
US,90,15.0
Italy,90,27.0
Italy,90,48.0
France,90,
US,90,30.0
Argentina,89,18.0
Spain,89,25.0
US,89,55.0
Italy,89,40.0
US,89,60.0
Italy,89,30.0
Italy,89,40.0
Italy,89,68.0
US,89,35.0
US,89,40.0
US,89,20.0
US,89,36.0
Italy,89,55.0
France,89,
US,89,13.0
France,85,
Italy,85,15.0
US,85,60.0
US,85,30.0
Australia,85,19.0
France,85,
New Zealand,85,19.0
Italy,85,18.0
Portugal,85,20.0
Chile,85,10.0
Australia,85,20.0
Italy,85,
US,85,26.0
US,85,34.0
Chile,85,50.0
Italy,85,
Italy,85,35.0
US,85,32.0
Italy,85,
US,85,18.0
Italy,85,
US,85,25.0
Chile,85,18.0
US,85,22.0
US,85,18.0
Spain,89,16.0
Spain,89,35.0
US,89,11.0
US,89,42.0
Chile,89,16.0
France,89,35.0
France,89,125.0
US,89,50.0
US,89,15.0
US,89,28.0
US,89,20.0
France,89,16.0
US,89,69.0
US,89,60.0
Italy,89,25.0
France,89,
US,89,40.0
US,89,21.0
US,89,36.0
France,89,100.0
France,89,55.0
France,89,32.0
US,89,17.0
Italy,89,53.0
Italy,89,22.0
France,89,19.0
US,89,80.0
Spain,89,28.0
Austria,88,20.0
US,88,70.0
Italy,88,
Italy,88,28.0
Italy,88,25.0
Portugal,88,
US,88,28.0
Italy,88,13.0
Chile,88,18.0
New Zealand,88,25.0
Italy,88,
Chile,88,12.0
Israel,88,36.0
Chile,88,12.0
US,88,17.0
Italy,88,
Italy,88,
Portugal,88,
France,88,16.0
Italy,88,55.0
Portugal,88,19.0
Italy,88,90.0
US,88,29.0
US,88,52.0
Italy,88,
Italy,88,
Italy,87,11.0
Italy,87,18.0
Spain,87,46.0
Spain,87,45.0
Germany,87,
Portugal,87,10.0
US,87,20.0
US,87,42.0
US,87,27.0
Italy,87,15.0
Israel,87,24.0
US,87,34.0
Germany,87,19.0
Spain,87,49.0
US,87,18.0
Italy,87,25.0
US,87,40.0
US,87,30.0
US,87,39.0
US,87,38.0
US,87,20.0
US,87,32.0
Australia,87,25.0
Portugal,87,11.0
US,87,25.0
Italy,87,22.0
France,87,20.0
France,87,12.0
Germany,87,22.0
Spain,87,15.0
Portugal,86,8.0
Argentina,86,14.0
Argentina,86,11.0
Argentina,86,22.0
US,86,15.0
US,86,45.0
France,86,
France,86,
Argentina,86,17.0
France,86,17.0
US,86,25.0
Australia,86,19.0
Argentina,86,12.0
US,86,28.0
US,86,26.0
Italy,86,
Italy,86,
US,86,40.0
France,86,12.0
US,86,19.0
US,86,21.0
US,86,45.0
France,86,
Portugal,86,
US,86,15.0
Italy,86,78.0
US,86,22.0
France,86,
US,86,30.0
US,86,23.0
France,91,40.0
France,91,25.0
Italy,91,80.0
US,91,24.0
US,91,60.0
US,91,42.0
US,91,55.0
France,91,25.0
Australia,91,18.0
US,91,32.0
Germany,91,25.0
New Zealand,91,30.0
Argentina,91,40.0
US,91,26.0
US,91,29.0
France,91,34.0
Portugal,91,25.0
Portugal,91,39.0
US,91,95.0
US,91,20.0
US,91,34.0
US,91,30.0
US,91,45.0
France,91,23.0
France,91,20.0
US,91,32.0
US,91,50.0
US,91,34.0
Portugal,91,41.0
US,91,60.0
US,87,45.0
Italy,87,15.0
US,87,17.0
US,87,16.0
Italy,87,18.0
US,87,18.0
US,87,39.0
Spain,87,15.0
Italy,87,55.0
US,87,15.0
France,87,20.0
France,87,
Spain,87,46.0
US,87,17.0
US,87,35.0
US,87,45.0
France,87,
US,87,20.0
US,87,24.0
US,87,15.0
US,87,12.0
US,87,17.0
France,87,
US,87,11.0
Italy,87,15.0
South Africa,87,12.0
US,87,40.0
France,87,35.0
France,87,30.0
US,87,18.0
France,88,19.0
France,88,18.0
France,88,13.0
US,88,28.0
US,88,22.0
Chile,88,18.0
US,88,12.0
US,88,22.0
US,88,16.0
US,88,
US,88,18.0
France,88,23.0
Chile,88,11.0
France,88,17.0
France,88,17.0
US,88,35.0
France,88,14.0
France,88,27.0
US,88,65.0
France,88,11.0
Spain,88,13.0
US,88,39.0
Portugal,88,10.0
Portugal,88,15.0
France,88,31.0
France,88,13.0
US,88,20.0
Chile,88,12.0
US,88,25.0
US,88,55.0
Spain,84,12.0
Portugal,84,10.0
Portugal,84,12.0
US,84,36.0
Portugal,84,9.0
France,84,
Spain,84,15.0
Spain,84,45.0
Spain,84,13.0
France,84,16.0
Spain,84,14.0
France,84,11.0
France,84,15.0
Chile,84,16.0
Spain,83,15.0
US,83,21.0
US,83,10.0
US,83,20.0
Chile,83,25.0
Portugal,83,7.0
France,83,22.0
Spain,83,11.0
Chile,83,12.0
US,83,50.0
France,83,7.0
Spain,83,12.0
Portugal,83,14.0
Spain,83,13.0
Portugal,83,8.0
Spain,83,12.0
Italy,90,22.0
US,90,25.0
France,90,
US,90,19.0
Italy,90,14.0
US,90,25.0
US,90,50.0
France,90,
US,90,35.0
US,90,75.0
US,90,19.0
Italy,90,44.0
Italy,90,40.0
France,90,
France,90,48.0
Portugal,90,15.0
Italy,90,34.0
Portugal,90,21.0
France,90,
Chile,90,44.0
Portugal,90,45.0
Italy,90,24.0
France,90,50.0
France,90,33.0
France,90,25.0
Portugal,90,15.0
France,90,33.0
US,90,45.0
Italy,90,32.0
US,90,28.0
Mexico,90,56.0
US,90,80.0
US,90,40.0
Italy,90,39.0
Portugal,90,44.0
US,90,39.0
France,90,
France,90,
US,90,20.0
Italy,90,44.0
Italy,90,45.0
Portugal,90,9.0
Argentina,90,40.0
Portugal,90,14.0
US,90,75.0
Italy,90,30.0
US,90,38.0
US,90,42.0
US,90,35.0
US,90,20.0
US,90,55.0
Italy,90,44.0
France,90,42.0
France,90,
France,90,
France,90,
US,90,30.0
US,90,38.0
Italy,90,20.0
Italy,90,
US,90,30.0
France,90,16.0
US,90,60.0
US,90,25.0
US,90,45.0
US,90,28.0
Austria,90,18.0
US,90,75.0
Italy,90,25.0
Austria,90,50.0
US,90,45.0
Austria,90,15.0
US,90,29.0
Italy,90,30.0
US,90,21.0
US,90,15.0
US,90,30.0
US,90,55.0
US,90,45.0
Austria,90,18.0
US,90,26.0
US,90,38.0
US,90,25.0
Austria,90,16.0
France,90,21.0
New Zealand,90,24.0
US,90,20.0
US,90,35.0
Austria,90,19.0
US,90,23.0
Argentina,87,18.0
US,87,18.0
Australia,87,12.0
US,87,28.0
US,87,15.0
US,87,36.0
Italy,87,17.0
Chile,87,10.0
US,87,30.0
US,87,36.0
Austria,87,14.0
Austria,87,
Italy,87,25.0
US,87,28.0
US,87,11.0
US,87,32.0
US,87,35.0
US,87,18.0
US,87,18.0
France,87,25.0
Chile,87,10.0
Chile,88,20.0
US,88,18.0
