country,points,price,province
US,85,50.0,California
France,85,19.0,Burgundy
Croatia,85,35.0,Istria
Spain,85,12.0,Northern Spain
US,85,19.0,Washington
Spain,85,10.0,Central Spain
Italy,85,,Piedmont
France,85,13.0,Languedoc-Roussillon
Bosnia and Herzegovina,85,13.0,Mostar
US,85,16.0,California
US,85,18.0,California
Argentina,85,7.0,Mendoza Province
US,85,25.0,California
US,89,19.0,Oregon
Italy,89,35.0,Central Italy
Spain,88,20.0,Northern Spain
France,88,17.0,Rhône Valley
US,88,38.0,California
France,88,14.0,Bordeaux
US,88,12.0,California
US,88,40.0,California
Germany,88,9.0,Rheinhessen
Italy,88,50.0,Veneto
US,88,25.0,Oregon
US,88,14.0,California
Italy,88,12.0,Central Italy
US,93,60.0,Washington
US,93,80.0,Washington
US,93,90.0,Washington
US,93,38.0,California
Argentina,93,80.0,Mendoza Province
France,93,142.0,Burgundy
US,93,34.0,California
Italy,93,95.0,Veneto
Italy,93,94.0,Veneto
US,93,36.0,California
US,93,28.0,California
US,93,95.0,California
France,93,80.0,Burgundy
France,93,50.0,Burgundy
France,93,100.0,Burgundy
Italy,93,80.0,Veneto
US,93,40.0,Washington
US,93,175.0,Washington
US,93,40.0,California
France,93,,Burgundy
France,93,56.0,Loire Valley
France,93,54.0,Loire Valley
Italy,93,250.0,Veneto
US,93,60.0,California
US,93,55.0,California
US,93,75.0,Washington
Argentina,93,100.0,Other
US,93,48.0,California
US,93,44.0,New York
Italy,82,,Piedmont
Spain,82,16.0,Catalonia
Spain,82,17.0,Galicia
France,82,22.0,Burgundy
Chile,81,7.0,Chile
Spain,81,30.0,Northern Spain
Chile,81,25.0,Leyda Valley
Chile,81,90.0,Maipo Valley
Germany,98,775.0,Rheingau
Italy,97,75.0,Piedmont
Portugal,97,40.0,Port
Germany,96,316.0,Rheingau
Italy,96,55.0,Piedmont
Italy,96,70.0,Piedmont
US,96,32.0,Oregon
US,96,60.0,Oregon
Italy,96,98.0,Piedmont
US,96,240.0,Oregon
France,95,120.0,Loire Valley
Portugal,95,55.0,Port
Italy,95,75.0,Piedmont
US,95,120.0,Oregon
US,95,60.0,Oregon
Portugal,95,58.0,Port
Australia,95,65.0,South Australia
Portugal,95,50.0,Alentejano
Portugal,95,52.0,Port
US,95,50.0,California
US,84,16.0,Iowa
US,84,40.0,California
US,84,21.0,California
Italy,84,12.0,Tuscany
US,84,16.0,New York
France,84,10.0,Bordeaux
Italy,84,20.0,Tuscany
Italy,84,13.0,Tuscany
Spain,84,11.0,Northern Spain
Italy,84,10.0,Tuscany
France,84,14.0,Bordeaux
US,84,32.0,California
US,84,24.0,California
Spain,83,11.0,Central Spain
US,83,11.0,California
France,83,30.0,Bordeaux
US,83,10.0,California
Italy,83,15.0,Tuscany
Spain,83,10.0,Central Spain
Chile,83,19.0,Limarí Valley
France,83,14.0,Bordeaux
Chile,83,12.0,Casablanca Valley
US,83,7.0,California
US,83,24.0,California
Spain,83,15.0,Catalonia
US,83,28.0,New York
US,83,13.0,New York
France,83,12.0,Bordeaux
US,92,80.0,California
France,92,79.0,Champagne
Austria,92,,Burgenland
US,92,19.0,Washington
France,92,,Champagne
Spain,92,45.0,Northern Spain
Italy,92,70.0,Tuscany
US,92,65.0,Washington
US,92,25.0,Washington
US,92,42.0,California
US,92,34.0,California
US,92,25.0,Washington
US,92,50.0,Washington
US,92,50.0,Washington
Spain,92,116.0,Catalonia
US,92,65.0,California
US,92,45.0,Washington
Italy,92,39.0,Tuscany
US,92,30.0,Washington
US,92,20.0,Washington
Austria,92,50.0,Wachau
US,92,89.0,Washington
US,92,34.0,Washington
US,92,17.0,Washington
US,92,64.0,California
US,92,30.0,California
Italy,92,30.0,Tuscany
US,92,50.0,Washington
US,91,35.0,California
Spain,91,16.0,Northern Spain
US,86,20.0,California
Italy,86,17.0,Tuscany
Italy,86,14.0,Tuscany
US,86,13.0,California
Israel,86,15.0,Galilee
Austria,86,10.0,Weinland Österreich
Spain,86,16.0,Northern Spain
Spain,86,15.0,Galicia
Spain,86,13.0,Northern Spain
Italy,86,15.0,Tuscany
Spain,86,20.0,Northern Spain
US,86,60.0,Washington
US,86,20.0,California
Spain,86,13.0,Northern Spain
US,86,11.0,Washington
Spain,86,12.0,Northern Spain
New Zealand,86,27.0,Martinborough
France,86,13.0,France Other
Spain,86,15.0,Northern Spain
US,86,14.0,Washington
Italy,86,24.0,Tuscany
US,86,21.0,California
US,86,15.0,Washington
Italy,86,10.0,Tuscany
Italy,86,13.0,Tuscany
Italy,86,13.0,Tuscany
US,86,22.0,California
US,86,33.0,California
US,86,50.0,California
Italy,93,39.0,Piedmont
Argentina,93,111.0,Mendoza Province
US,93,58.0,California
US,93,55.0,California
US,93,42.0,California
Germany,93,42.0,Mosel
US,93,64.0,California
Italy,93,75.0,Piedmont
US,93,28.0,California
US,93,70.0,California
US,93,42.0,Oregon
US,93,100.0,California
Italy,93,45.0,Piedmont
Italy,93,140.0,Piedmont
Italy,93,99.0,Piedmont
Australia,93,55.0,Victoria
Portugal,93,22.0,Alentejo
Italy,93,100.0,Piedmont
France,93,70.0,Champagne
US,93,100.0,California
Portugal,93,24.0,Alentejano
US,93,116.0,California
France,93,64.0,Champagne
US,93,70.0,California
Germany,93,25.0,Mosel
US,93,44.0,California
US,93,70.0,California
US,93,48.0,California
Germany,93,43.0,Rheinhessen
Portugal,93,18.0,Palmela
US,85,18.0,California
Spain,85,11.0,Levante
Argentina,85,13.0,Mendoza Province
US,85,12.0,California
France,85,,Beaujolais
US,85,22.0,California
Portugal,85,17.0,Tejo
Spain,85,10.0,Catalonia
Spain,85,15.0,Catalonia
US,85,38.0,California
US,85,24.0,Oregon
France,85,60.0,Champagne
Portugal,85,13.0,Douro
Spain,85,17.0,Northern Spain
France,85,28.0,Beaujolais
US,85,,Oregon
Portugal,85,10.0,Lisboa
France,85,18.0,Beaujolais
France,85,24.0,Beaujolais
France,85,,Beaujolais
France,85,20.0,Beaujolais
US,85,45.0,California
Spain,85,13.0,Northern Spain
US,85,125.0,California
Portugal,85,,Port
Spain,85,12.0,Northern Spain
US,85,39.0,California
France,85,,Beaujolais
US,85,18.0,California
France,85,13.0,Beaujolais
France,88,30.0,Alsace
France,88,20.0,Burgundy
Chile,88,24.0,Casablanca Valley
Austria,88,22.0,Niederösterreich
France,88,,Burgundy
France,88,,Burgundy
Italy,88,22.0,Piedmont
US,88,22.0,California
France,88,55.0,Burgundy
Austria,88,30.0,Niederösterreich
Argentina,88,15.0,Mendoza Province
France,88,,Burgundy
Italy,88,15.0,Central Italy
US,88,32.0,California
US,88,14.0,California
France,88,50.0,Burgundy
Argentina,88,20.0,Mendoza Province
France,88,22.0,Rhône Valley
Italy,88,9.0,Sicily & Sardinia
Chile,88,22.0,Lolol Valley
US,88,20.0,California
Austria,88,27.0,Burgenland
Argentina,88,14.0,Mendoza Province
France,88,40.0,Burgundy
Italy,88,18.0,Sicily & Sardinia
France,88,35.0,Burgundy
Chile,88,14.0,Maipo Valley
US,90,26.0,California
US,90,36.0,California
US,90,48.0,Oregon
US,90,30.0,California
Spain,90,17.0,Northern Spain
Portugal,90,15.0,Dão
Italy,90,20.0,Northeastern Italy
France,90,15.0,Bordeaux
US,90,70.0,Oregon
US,90,65.0,California
US,90,60.0,California
US,90,65.0,Oregon
Portugal,90,29.0,Douro
US,90,68.0,California
France,90,23.0,Alsace
France,90,28.0,Alsace
France,90,22.0,Alsace
France,90,30.0,Alsace
France,90,33.0,Alsace
France,90,28.0,Alsace
Bulgaria,90,16.0,Thracian Valley
US,90,28.0,California
US,90,32.0,California
France,90,20.0,Alsace
US,90,35.0,California
US,90,50.0,California
US,90,80.0,California
US,90,85.0,California
Portugal,90,12.0,Alentejano
US,90,74.0,California
South Africa,91,,Stellenbosch
South Africa,91,,Stellenbosch
South Africa,91,,Swartland
,91,,
South Africa,91,,Stellenbosch
South Africa,91,,Constantia
South Africa,91,,Stellenbosch
South Africa,90,,Tulbagh
South Africa,90,,Stellenbosch
South Africa,90,,Stellenbosch
South Africa,90,,Tulbagh
South Africa,90,,Overberg
South Africa,90,,Stellenbosch
South Africa,90,,Stellenbosch
South Africa,90,,Stellenbosch
South Africa,90,,Cederberg
South Africa,90,,Hemel en Aarde
South Africa,89,,Stellenbosch
South Africa,89,,Stellenbosch
South Africa,89,,Stellenbosch
South Africa,88,,Ceres Plateau
South Africa,88,,Stellenbosch
South Africa,88,,Bot River
South Africa,87,,Swartland
Italy,98,60.0,Piedmont
Italy,98,70.0,Piedmont
Italy,98,151.0,Piedmont
Italy,98,300.0,Piedmont
Italy,97,82.0,Piedmont
Italy,89,18.0,Northeastern Italy
US,89,24.0,California
US,89,13.0,California
Italy,89,32.0,Tuscany
Italy,89,10.0,Veneto
Germany,89,16.0,Mosel
US,89,30.0,Oregon
US,89,37.0,California
Germany,89,31.0,Rheingau
Germany,89,29.0,Mosel
US,89,30.0,California
France,89,,Burgundy
Italy,89,30.0,Tuscany
France,89,,Bordeaux
France,89,20.0,Bordeaux
US,89,44.0,California
France,89,50.0,Burgundy
France,89,31.0,Burgundy
US,89,50.0,California
Italy,89,35.0,Tuscany
Italy,89,11.0,Lombardy
US,89,27.0,California
Italy,89,25.0,Lombardy
Italy,89,31.0,Lombardy
Italy,89,16.0,Veneto
Germany,89,40.0,Rheinhessen
US,89,20.0,California
Germany,89,13.0,Mosel
France,88,,Alsace
France,88,,Alsace
Austria,88,13.0,Burgenland
Italy,88,30.0,Tuscany
Italy,88,28.0,Tuscany
US,88,23.0,New York
France,88,,Alsace
Italy,88,15.0,Tuscany
US,88,27.0,California
Slovenia,88,,Vipavska Dolina
Spain,88,21.0,Northern Spain
US,88,30.0,California
US,88,125.0,California
US,88,28.0,Washington
Spain,88,20.0,Catalonia
Spain,88,35.0,Northern Spain
Italy,88,16.0,Central Italy
France,88,39.0,Champagne
France,88,,Alsace
Croatia,88,20.0,Istria
France,88,,Beaujolais
Spain,88,20.0,Galicia
France,87,12.0,Languedoc-Roussillon
France,87,,Alsace
France,87,,Alsace
France,87,24.0,Languedoc-Roussillon
Italy,87,18.0,Central Italy
Spain,87,15.0,Northern Spain
New Zealand,83,30.0,Marlborough
Italy,83,,Tuscany
Italy,83,11.0,Tuscany
US,83,14.0,Oregon
France,83,15.0,Loire Valley
Italy,83,15.0,Northeastern Italy
US,82,16.0,California
Australia,82,15.0,South Australia
Chile,82,7.0,Central Valley
US,82,18.0,California
New Zealand,82,,Canterbury
France,82,19.0,Loire Valley
New Zealand,82,14.0,Waipara
Italy,82,15.0,Northeastern Italy
US,81,20.0,California
Italy,80,11.0,Tuscany
US,94,50.0,California
US,94,35.0,California
US,93,40.0,California
US,93,32.0,California
US,93,30.0,California
US,93,34.0,California
US,93,45.0,California
US,93,34.0,California
US,93,34.0,California
US,93,45.0,California
US,93,22.0,California
US,92,56.0,California
US,92,65.0,California
US,92,24.0,California
Spain,85,8.0,Central Spain
Italy,85,22.0,Veneto
Australia,85,13.0,Australia Other
Spain,85,30.0,Northern Spain
Italy,85,19.0,Veneto
Italy,85,,Veneto
US,85,17.0,California
Italy,85,10.0,Veneto
US,85,26.0,Washington
US,85,28.0,Washington
Greece,85,35.0,Nemea
Australia,85,15.0,Australia Other
Argentina,85,15.0,Mendoza Province
US,85,45.0,California
US,85,,California
US,85,9.0,Washington
Italy,85,15.0,Veneto
Argentina,85,29.0,Mendoza Province
Italy,85,17.0,Veneto
Spain,85,12.0,Northern Spain
Italy,85,22.0,Veneto
US,85,13.0,Washington
US,85,18.0,California
Greece,85,9.0,Patras
US,85,14.0,California
France,85,38.0,Bordeaux
Chile,85,11.0,Chile
US,85,54.0,California
Italy,85,30.0,Sicily & Sardinia
US,85,15.0,California
France,85,24.0,Bordeaux
Italy,85,,Southern Italy
Italy,85,,Sicily & Sardinia
US,85,29.0,Washington
France,85,29.0,Bordeaux
US,85,15.0,New York
New Zealand,85,18.0,Marlborough
Chile,85,11.0,Colchagua Valley
US,85,45.0,California
Italy,85,18.0,Southern Italy
US,85,38.0,California
US,85,48.0,California
US,85,15.0,California
US,85,14.0,California
Chile,85,10.0,Maule Valley
Chile,85,10.0,Maule Valley
Italy,85,15.0,Sicily & Sardinia
Chile,85,10.0,Colchagua Valley
France,85,18.0,Bordeaux
France,85,28.0,Bordeaux
France,85,,Bordeaux
Chile,85,8.0,Central Valley
Chile,85,13.0,Maule Valley
New Zealand,85,12.0,Marlborough
US,85,20.0,Washington
US,86,24.0,California
US,86,12.0,Oregon
France,86,30.0,Burgundy
Italy,86,29.0,Northeastern Italy
Italy,86,18.0,Northeastern Italy
US,86,70.0,California
Germany,86,24.0,Baden
US,86,22.0,California
US,86,60.0,California
Italy,86,16.0,Veneto
Italy,86,15.0,Lombardy
US,86,49.0,California
Chile,86,20.0,Casablanca Valley
Portugal,86,15.0,Alentejo
US,86,125.0,California
Italy,86,10.0,Northeastern Italy
Italy,86,15.0,Northeastern Italy
Italy,86,15.0,Northeastern Italy
US,86,22.0,California
US,86,55.0,California
Italy,86,24.0,Veneto
Italy,86,9.0,Northeastern Italy
US,86,18.0,California
Italy,86,21.0,Lombardy
US,86,20.0,California
US,86,55.0,California
US,86,40.0,California
Portugal,86,8.0,Tejo
Italy,86,24.0,Northeastern Italy
France,86,25.0,Bordeaux
France,90,40.0,Burgundy
Spain,90,95.0,Northern Spain
France,90,,Burgundy
New Zealand,90,55.0,Martinborough
Australia,90,20.0,South Australia
US,90,24.0,California
US,90,23.0,Washington
US,90,20.0,California
US,90,23.0,Washington
US,90,32.0,California
US,90,28.0,California
US,90,49.0,California
France,90,27.0,Burgundy
Portugal,90,55.0,Douro
US,90,38.0,Washington
Italy,90,35.0,Northeastern Italy
US,90,50.0,California
US,90,49.0,California
US,90,35.0,California
US,90,24.0,California
US,90,14.0,Washington
Germany,90,32.0,Franken
US,90,40.0,California
US,90,30.0,Washington
US,84,42.0,California
Spain,84,12.0,Northern Spain
US,84,32.0,California
US,84,45.0,California
France,84,12.0,France Other
US,84,13.0,California
US,84,22.0,California
US,84,40.0,Colorado
Italy,84,19.0,Tuscany
US,84,32.0,Virginia
Argentina,84,12.0,Mendoza Province
US,84,20.0,California
US,84,50.0,California
US,84,36.0,California
Argentina,84,22.0,Mendoza Province
France,84,12.0,Loire Valley
US,84,32.0,Virginia
US,84,22.0,Virginia
US,84,34.0,America
US,84,28.0,Virginia
France,84,,Loire Valley
Spain,84,17.0,Northern Spain
Portugal,84,73.0,Trás-os-Montes
Spain,84,14.0,Northern Spain
Italy,84,50.0,Tuscany
Argentina,84,19.0,Mendoza Province
US,84,29.0,California
Portugal,84,17.0,Port
Italy,92,,Piedmont
Italy,92,69.0,Piedmont
US,92,40.0,California
US,92,39.0,California
US,92,26.0,California
Italy,92,,Piedmont
Italy,92,75.0,Piedmont
Italy,92,87.0,Piedmont
Italy,92,85.0,Piedmont
France,92,35.0,Alsace
Italy,92,,Piedmont
US,92,65.0,California
US,92,16.0,Oregon
Italy,92,79.0,Piedmont
Italy,92,,Piedmont
US,92,75.0,California
Italy,92,70.0,Piedmont
US,92,85.0,California
Spain,92,99.0,Catalonia
US,92,50.0,Oregon
Italy,92,99.0,Piedmont
US,92,50.0,California
Austria,91,20.0,Wiener Gemischter Satz
Austria,91,24.0,Kamptal
Italy,90,23.0,Piedmont
Italy,90,75.0,Piedmont
US,90,32.0,California
US,90,45.0,California
Austria,90,29.0,Wachau
Austria,90,20.0,Niederösterreich
US,90,,California
US,90,25.0,California
US,90,44.0,Washington
US,90,22.0,California
US,90,40.0,California
Austria,90,20.0,Kamptal
US,90,32.0,California
Austria,90,20.0,Kamptal
US,90,32.0,California
Spain,90,20.0,Galicia
US,90,39.0,New York
US,90,48.0,California
US,90,20.0,California
US,90,26.0,California
US,90,60.0,California
Austria,90,19.0,Burgenland
Austria,90,20.0,Südsteiermark
Austria,90,,Kremstal
Spain,90,26.0,Catalonia
US,90,20.0,New York
Austria,90,20.0,Kremstal
US,90,32.0,California
Italy,85,17.0,Northeastern Italy
Argentina,85,12.0,Mendoza Province
Australia,85,11.0,South Australia
Spain,85,15.0,Catalonia
Australia,85,125.0,South Australia
Spain,85,12.0,Central Spain
France,85,20.0,Loire Valley
Portugal,85,19.0,Lisboa
Italy,85,8.0,Northeastern Italy
US,85,25.0,Michigan
US,85,60.0,California
US,85,39.0,California
Argentina,85,11.0,Other
Italy,85,15.0,Northeastern Italy
Italy,85,17.0,Northeastern Italy
Italy,85,21.0,Northeastern Italy
Argentina,85,14.0,Mendoza Province
Portugal,85,25.0,Tejo
Italy,85,19.0,Northeastern Italy
Portugal,85,9.0,Alentejano
Portugal,85,10.0,Douro
Spain,85,15.0,Catalonia
US,85,17.0,California
South Africa,85,14.0,Paarl
Portugal,85,12.0,Península de Setúbal
US,85,25.0,Michigan
US,85,15.0,California
Argentina,85,17.0,Mendoza Province
Italy,85,13.0,Northeastern Italy
Portugal,85,10.0,Alentejano
US,92,42.0,Oregon
Argentina,92,62.0,Mendoza Province
Italy,92,45.0,Lombardy
France,92,80.0,Champagne
Argentina,92,135.0,Mendoza Province
Italy,92,30.0,Veneto
Canada,92,25.0,Ontario
US,92,29.0,California
US,92,150.0,California
US,92,55.0,California
Australia,92,42.0,Victoria
US,92,40.0,California
France,92,30.0,Alsace
US,92,45.0,California
Spain,92,42.0,Levante
US,92,37.0,California
Portugal,92,60.0,Douro
France,92,112.0,Champagne
Spain,92,27.0,Catalonia
US,92,20.0,California
US,92,50.0,California
US,92,80.0,California
US,92,26.0,California
France,92,60.0,Champagne
Portugal,92,18.0,Port
France,92,24.0,Alsace
Spain,92,35.0,Northern Spain
US,92,48.0,California
US,92,40.0,California
US,92,48.0,California
US,88,25.0,Washington
US,88,20.0,California
Spain,88,27.0,Levante
France,88,20.0,Provence
France,88,12.0,Bordeaux
US,88,84.0,California
US,88,95.0,California
US,88,30.0,California
US,88,42.0,California
Italy,88,23.0,Central Italy
Spain,88,10.0,Northern Spain
Spain,88,20.0,Northern Spain
US,87,79.0,California
US,87,38.0,California
Spain,87,40.0,Northern Spain
US,87,18.0,California
US,87,59.0,California
Austria,87,,Südoststeiermark
Italy,87,38.0,Central Italy
Italy,87,17.0,Central Italy
US,87,24.0,California
US,87,16.0,California
Italy,87,11.0,Central Italy
US,87,20.0,California
Italy,87,12.0,Central Italy
Italy,87,19.0,Central Italy
Chile,87,16.0,Maipo Valley
Chile,87,15.0,Maule Valley
Chile,87,80.0,Cachapoal Valley
US,87,24.0,California
Italy,84,,Central Italy
France,84,11.0,Bordeaux
Spain,84,16.0,Northern Spain
Argentina,84,21.0,Mendoza Province
Argentina,84,12.0,Mendoza Province
Argentina,84,20.0,Mendoza Province
France,84,25.0,Bordeaux
Italy,84,,Central Italy
US,84,14.0,California
France,84,15.0,Rhône Valley
France,84,10.0,Bordeaux
US,84,65.0,California
France,84,25.0,Bordeaux
US,84,25.0,California
Argentina,84,20.0,Mendoza Province
Argentina,84,,Mendoza Province
Germany,84,17.0,Mosel
Spain,84,13.0,Northern Spain
Spain,84,8.0,Central Spain
Spain,84,11.0,Northern Spain
Italy,84,19.0,Central Italy
Spain,83,22.0,Northern Spain
Argentina,83,13.0,Mendoza Province
Argentina,83,16.0,Mendoza Province
France,83,14.0,Bordeaux
Spain,83,15.0,Northern Spain
Germany,83,14.0,Rheinhessen
Argentina,83,29.0,Mendoza Province
US,89,30.0,New York
US,89,49.0,California
Italy,89,35.0,Sicily & Sardinia
France,89,59.0,Rhône Valley
US,89,20.0,California
US,89,24.0,Washington
US,89,31.0,Washington
Turkey,89,17.0,Thrace
Israel,89,18.0,Galilee
Italy,89,16.0,Sicily & Sardinia
US,89,22.0,New York
US,89,20.0,California
France,89,75.0,Burgundy
France,89,50.0,Burgundy
Italy,89,45.0,Southern Italy
Spain,89,95.0,Northern Spain
Spain,89,24.0,Spain Other
US,89,30.0,Washington
Israel,89,15.0,Galilee
Italy,89,20.0,Sicily & Sardinia
France,89,24.0,Burgundy
US,89,32.0,California
France,89,70.0,Rhône Valley
France,89,50.0,Burgundy
France,89,38.0,Burgundy
France,89,28.0,Burgundy
Greece,89,30.0,Santorini
Italy,89,40.0,Sicily & Sardinia
US,89,11.0,New York
Italy,89,20.0,Sicily & Sardinia
US,86,26.0,California
US,86,20.0,Michigan
France,86,,Alsace
US,86,23.0,Washington
US,86,19.0,Virginia
US,86,50.0,California
France,86,,Alsace
France,86,,Alsace
Spain,86,19.0,Galicia
US,86,24.0,California
France,86,28.0,Rhône Valley
Argentina,86,11.0,Mendoza Province
Spain,86,20.0,Northern Spain
US,86,25.0,California
France,86,,Alsace
US,86,20.0,California
US,86,20.0,Virginia
US,86,10.0,California
Spain,86,11.0,Northern Spain
France,86,14.0,Alsace
France,86,,Alsace
Austria,86,15.0,Niederösterreich
Spain,86,12.0,Northern Spain
US,86,37.0,California
US,86,21.0,California
Italy,86,18.0,Italy Other
France,86,12.0,Rhône Valley
Portugal,86,22.0,Tejo
Spain,86,49.0,Catalonia
US,86,16.0,California
US,86,25.0,Oregon
US,86,40.0,California
France,86,14.0,Southwest France
US,86,40.0,California
France,86,17.0,Southwest France
France,86,13.0,Southwest France
France,86,16.0,Southwest France
France,86,18.0,Southwest France
Spain,86,12.0,Northern Spain
US,86,48.0,Oregon
Spain,86,11.0,Central Spain
Spain,86,15.0,Northern Spain
Chile,86,10.0,Maipo Valley
France,86,16.0,Southwest France
Italy,86,13.0,Tuscany
Greece,85,16.0,Drama
Spain,85,24.0,Northern Spain
US,85,13.0,California
Spain,85,12.0,Catalonia
France,85,,Southwest France
Portugal,85,14.0,Tejo
Spain,85,18.0,Catalonia
Chile,85,11.0,Leyda Valley
US,85,19.0,Oregon
US,85,32.0,California
Germany,89,26.0,Mosel
Germany,89,15.0,Rheinhessen
South Africa,89,53.0,Stellenbosch
US,89,21.0,Oregon
Italy,89,,Central Italy
South Africa,89,30.0,Stellenbosch
Greece,89,37.0,Drama
US,89,130.0,California
Argentina,89,25.0,Mendoza Province
Greece,89,19.0,Halkidiki
France,89,18.0,Languedoc-Roussillon
Greece,89,15.0,Korinthia
US,89,35.0,Oregon
France,89,20.0,Southwest France
France,89,18.0,Southwest France
US,89,48.0,Oregon
Austria,89,27.0,Niederösterreich
US,89,35.0,Oregon
US,89,35.0,California
US,89,39.0,California
Germany,89,25.0,Rheinhessen
US,89,30.0,Oregon
US,89,54.0,California
US,94,125.0,California
Italy,94,,Veneto
US,94,40.0,Washington
Italy,94,220.0,Veneto
US,94,45.0,California
France,94,,Burgundy
France,94,60.0,Burgundy
France,94,80.0,Burgundy
US,94,90.0,California
US,94,35.0,Washington
Italy,94,80.0,Veneto
France,94,90.0,Burgundy
US,94,80.0,Washington
US,94,80.0,Washington
France,94,215.0,Burgundy
US,94,85.0,California
US,94,75.0,Washington
US,94,100.0,California
US,94,20.0,Washington
Italy,94,90.0,Veneto
US,94,125.0,California
US,94,125.0,California
France,94,70.0,Burgundy
France,94,128.0,Burgundy
France,94,141.0,Burgundy
France,94,195.0,Burgundy
France,93,70.0,Burgundy
Italy,93,88.0,Veneto
Chile,89,20.0,Casablanca Valley
Austria,89,24.0,Südoststeiermark
Austria,89,29.0,Kremstal
Austria,89,12.0,Burgenland
Germany,89,25.0,Rheingau
Portugal,89,18.0,Douro
Chile,89,30.0,Aconcagua Valley
Chile,89,50.0,Maipo Valley
US,89,16.0,Oregon
Austria,89,25.0,Kremstal
Italy,89,18.0,Northeastern Italy
Portugal,89,19.0,Tejo
US,89,32.0,California
US,89,45.0,California
US,89,18.0,Oregon
France,89,40.0,Loire Valley
Germany,89,16.0,Mosel
Germany,89,28.0,Mosel
US,89,18.0,California
Italy,89,20.0,Northeastern Italy
Austria,89,,Südsteiermark
Austria,89,,Thermenregion
Austria,89,19.0,Niederösterreich
US,89,35.0,Oregon
Germany,89,21.0,Mosel
Italy,90,20.0,Tuscany
US,90,75.0,California
Germany,90,27.0,Mosel
US,90,18.0,California
Italy,90,16.0,Tuscany
Italy,90,25.0,Tuscany
France,90,13.0,Southwest France
US,90,25.0,California
US,90,60.0,California
Portugal,90,10.0,Lisboa
US,90,52.0,California
Germany,90,48.0,Mosel
Germany,90,26.0,Franken
US,90,36.0,California
Italy,90,32.0,Tuscany
US,90,55.0,California
Chile,90,22.0,Maipo Valley
Italy,90,30.0,Tuscany
Portugal,90,20.0,Tejo
US,90,45.0,California
US,90,55.0,California
US,90,28.0,Oregon
Portugal,90,20.0,Alentejano
Italy,90,40.0,Tuscany
Germany,90,22.0,Rheingau
Germany,90,34.0,Pfalz
US,90,21.0,Oregon
US,90,50.0,California
US,90,55.0,California
Germany,90,38.0,Mosel
US,88,20.0,Oregon
Germany,88,16.0,Nahe
US,88,22.0,Washington
US,88,65.0,California
Portugal,88,12.0,Lisboa
US,88,28.0,Oregon
US,88,39.0,Washington
France,88,10.0,Bordeaux
France,88,18.0,Loire Valley
US,88,28.0,Washington
US,88,42.0,California
Spain,88,20.0,Central Spain
France,88,19.0,Alsace
US,88,16.0,California
US,88,24.0,California
US,88,30.0,California
US,88,35.0,California
France,88,18.0,Alsace
US,88,25.0,California
France,88,14.0,Bordeaux
France,88,15.0,Bordeaux
France,88,12.0,Bordeaux
France,88,15.0,Bordeaux
US,88,40.0,Washington
France,88,19.0,Alsace
US,88,29.0,California
France,88,18.0,Alsace
France,88,23.0,Alsace
US,88,30.0,Washington
US,88,20.0,Oregon
South Africa,85,12.0,Stellenbosch
US,85,25.0,New York
Chile,85,19.0,Curicó Valley
US,85,55.0,California
Italy,85,20.0,Southern Italy
France,84,,Southwest France
France,84,10.0,Loire Valley
US,84,35.0,California
France,84,29.0,Loire Valley
Australia,84,11.0,South Australia
US,84,11.0,New York
US,84,14.0,California
France,84,11.0,Loire Valley
US,84,23.0,California
Australia,84,22.0,Victoria
Chile,84,12.0,Casablanca Valley
France,84,13.0,Loire Valley
US,84,70.0,California
US,84,35.0,California
US,84,13.0,California
Chile,84,13.0,Curicó Valley
US,84,18.0,California
France,84,15.0,Southwest France
Chile,84,11.0,Leyda Valley
Chile,84,15.0,Maipo Valley
US,84,13.0,California
Chile,84,22.0,Leyda Valley
US,84,34.0,California
Chile,84,13.0,Casablanca Valley
Australia,84,43.0,Western Australia
US,87,24.0,Washington
US,87,30.0,California
US,87,31.0,California
Austria,87,19.0,Wagram-Donauland
US,87,14.0,California
US,87,26.0,California
US,87,19.0,California
France,87,60.0,Champagne
Austria,87,18.0,Wagram-Donauland
Austria,87,20.0,Wachau
US,87,33.0,California
US,87,15.0,California
US,87,30.0,California
Italy,87,26.0,Piedmont
France,87,,Bordeaux
Italy,87,17.0,Piedmont
France,87,75.0,Champagne
US,87,56.0,California
US,87,15.0,California
US,87,19.0,California
US,87,18.0,California
US,87,20.0,California
US,87,50.0,California
US,87,18.0,California
US,87,15.0,Washington
Italy,87,61.0,Piedmont
Italy,87,30.0,Piedmont
France,88,22.0,Alsace
US,88,85.0,California
Germany,88,55.0,Rheingau
Chile,88,12.0,Casablanca Valley
Germany,88,15.0,Rheingau
France,88,50.0,Champagne
Italy,88,20.0,Veneto
US,88,56.0,California
France,88,60.0,Champagne
US,88,50.0,California
Italy,88,40.0,Veneto
Chile,88,13.0,Rapel Valley
US,88,100.0,California
US,88,20.0,Oregon
US,88,32.0,California
Chile,88,30.0,Maipo Valley
US,88,18.0,Oregon
US,88,21.0,California
US,88,38.0,California
Italy,88,22.0,Veneto
Italy,88,20.0,Veneto
Italy,88,,Veneto
US,88,55.0,Oregon
US,88,40.0,California
Italy,88,25.0,Veneto
Germany,88,92.0,Rheinhessen
US,89,55.0,Washington
Spain,89,14.0,Northern Spain
US,89,48.0,Washington
US,89,22.0,Washington
US,89,18.0,California
US,89,15.0,California
